2026-02-04T18:41:43.536969Z	  497 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ where patient0_.voided=0
2026-02-04T18:41:45.886671Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Manage Relationship Types'
2026-02-04T18:41:45.887013Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Manage Locations'
2026-02-04T18:41:45.887236Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Task: stockmanagement.stockSources.mutate'
2026-02-04T18:41:45.887454Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Patient Flags'
2026-02-04T18:41:45.887660Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Concept Datatypes'
2026-02-04T18:41:45.887898Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Manage Concept Attribute Types'
2026-02-04T18:41:45.887999Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View MCH'
2026-02-04T18:41:45.888125Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Care Panels'
2026-02-04T18:41:45.888471Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Manage Own Appointments'
2026-02-04T18:41:45.889287Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='App: kenyaemrilladmin.home'
2026-02-04T18:41:45.889541Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: Create Bill'
2026-02-04T18:41:45.890894Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Reports'
2026-02-04T18:41:45.892577Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Generate Batch of Identifiers'
2026-02-04T18:41:45.893189Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Manage Appointment Services'
2026-02-04T18:41:45.893189Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Service Queue Dashboard'
2026-02-04T18:41:45.893620Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: Edit Bill'
2026-02-04T18:41:45.893834Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Manage Reports'
2026-02-04T18:41:45.894120Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: Add Billable Services'
2026-02-04T18:41:45.894294Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Global Properties'
2026-02-04T18:41:45.894431Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Claims Management Dashboard'
2026-02-04T18:41:45.894727Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Billing Metrics'
2026-02-04T18:41:45.896020Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Add Patient Programs'
2026-02-04T18:41:45.896055Z	  496 Query	SET autocommit=0
2026-02-04T18:41:45.896171Z	  496 Query	set session transaction read only
2026-02-04T18:41:45.896182Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='App: stockmanagement.stockItems'
2026-02-04T18:41:45.896256Z	  496 Query	SET autocommit=0
2026-02-04T18:41:45.896306Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Allergies'
2026-02-04T18:41:45.896360Z	  496 Query	commit
2026-02-04T18:41:45.896484Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Manage Global Properties'
2026-02-04T18:41:45.896603Z	  496 Query	set session transaction read write
2026-02-04T18:41:45.896619Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: Refund Bill'
2026-02-04T18:41:45.896689Z	  496 Query	SET autocommit=1
2026-02-04T18:41:45.896723Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Concept Sources'
2026-02-04T18:41:45.896929Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View KenyaEMR 2x Home Page'
2026-02-04T18:41:45.896976Z	  496 Query	SET autocommit=0
2026-02-04T18:41:45.897055Z	  496 Query	set session transaction read only
2026-02-04T18:41:45.897059Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Attachments'
2026-02-04T18:41:45.897169Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: Edit Billable Services'
2026-02-04T18:41:45.897226Z	  496 Query	SET autocommit=0
2026-02-04T18:41:45.897286Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Users'
2026-02-04T18:41:45.897372Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: Waive Bill'
2026-02-04T18:41:45.897532Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Manage Flags'
2026-02-04T18:41:45.897594Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Facility Dashboard'
2026-02-04T18:41:45.897783Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Patient Banner'
2026-02-04T18:41:45.897923Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Manage Report Definitions'
2026-02-04T18:41:45.898253Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: Delete Bill'
2026-02-04T18:41:45.898562Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Bill Management Dashboard'
2026-02-04T18:41:45.898651Z	  496 Query	commit
2026-02-04T18:41:45.898777Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: Search Patient'
2026-02-04T18:41:45.898839Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Task: stockmanagement.stockoperations.approve'
2026-02-04T18:41:45.899118Z	  496 Query	set session transaction read write
2026-02-04T18:41:45.899198Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Immunizations'
2026-02-04T18:41:45.899342Z	  496 Query	SET autocommit=1
2026-02-04T18:41:45.899482Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Edit Encounters'
2026-02-04T18:41:45.899643Z	  496 Query	SET autocommit=0
2026-02-04T18:41:45.899728Z	  496 Query	set session transaction read only
2026-02-04T18:41:45.899810Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3 : View Mortuary Billing'
2026-02-04T18:41:45.899944Z	  496 Query	SET autocommit=0
2026-02-04T18:41:45.900064Z	  496 Query	commit
2026-02-04T18:41:45.900289Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Can service lab requests'
2026-02-04T18:41:45.900480Z	  496 Query	set session transaction read write
2026-02-04T18:41:45.900545Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Benefits Package Dashboard'
2026-02-04T18:41:45.900576Z	  496 Query	SET autocommit=1
2026-02-04T18:41:45.900657Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Patient Cohorts'
2026-02-04T18:41:45.900880Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: Delete Billable Services'
2026-02-04T18:41:45.900894Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Manage Queue Entries'
2026-02-04T18:41:45.901112Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Edit People'
2026-02-04T18:41:45.901123Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: Edit Commodity Prices'
2026-02-04T18:41:45.901323Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Get Visit Types'
2026-02-04T18:41:45.901431Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='App: crossborder2.cb'
2026-02-04T18:41:45.901535Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Manage Scheduled Report Tasks'
2026-02-04T18:41:45.901682Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Bed Management Dashboard'
2026-02-04T18:41:45.901716Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Add Encounters'
2026-02-04T18:41:45.901890Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Get HL7 Inbound Exception'
2026-02-04T18:41:45.901993Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Morgue Dashboard'
2026-02-04T18:41:45.902076Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Manage Cashier Metadata'
2026-02-04T18:41:45.902291Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Task: Modify Allergies'
2026-02-04T18:41:45.902447Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Specialized Clinics'
2026-02-04T18:41:45.902475Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Investigative Results'
2026-02-04T18:41:45.902687Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Get Visit Attribute Types'
2026-02-04T18:41:45.902885Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Upload Batch of Identifiers'
2026-02-04T18:41:45.902933Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Patient Chart Referrals Dashboard'
2026-02-04T18:41:45.903083Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Get Visits'
2026-02-04T18:41:45.903250Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Get Providers'
2026-02-04T18:41:45.903430Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Privileges'
2026-02-04T18:41:45.903942Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Get Location Attribute Types'
2026-02-04T18:41:45.904169Z	  496 Query	SET autocommit=0
2026-02-04T18:41:45.904245Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Get Encounter Roles'
2026-02-04T18:41:45.904380Z	  496 Query	set session transaction read only
2026-02-04T18:41:45.904449Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Patient Dashboard - View Forms Section'
2026-02-04T18:41:45.904587Z	  496 Query	SET autocommit=0
2026-02-04T18:41:45.904655Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Location Attribute Types'
2026-02-04T18:41:45.904824Z	  496 Query	commit
2026-02-04T18:41:45.904899Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View RESTWS'
2026-02-04T18:41:45.905074Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Get HL7 Source'
2026-02-04T18:41:45.905247Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Patient Identifiers'
2026-02-04T18:41:45.905413Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Visit Attribute Types'
2026-02-04T18:41:45.905583Z	  496 Query	set session transaction read write
2026-02-04T18:41:45.905653Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Add Cohorts'
2026-02-04T18:41:45.905786Z	  496 Query	SET autocommit=1
2026-02-04T18:41:45.905819Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Procedure Order'
2026-02-04T18:41:45.905858Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Get HL7 Inbound Archive'
2026-02-04T18:41:45.906114Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Get HL7 Inbound Queue'
2026-02-04T18:41:45.906144Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Medical Supply Order Form'
2026-02-04T18:41:45.906293Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Assign Beds'
2026-02-04T18:41:45.906419Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Appointments Dashboard'
2026-02-04T18:41:45.906503Z	  496 Query	SET autocommit=0
2026-02-04T18:41:45.906569Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Task: Manage Cashier Module'
2026-02-04T18:41:45.906656Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Diagnostics Dashboard'
2026-02-04T18:41:45.906694Z	  496 Query	set session transaction read only
2026-02-04T18:41:45.906781Z	  496 Query	SET autocommit=0
2026-02-04T18:41:45.906840Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Notes'
2026-02-04T18:41:45.906868Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Procedure Dashboard'
2026-02-04T18:41:45.907001Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Get Order Set Attribute Types'
2026-02-04T18:41:45.907069Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Patient Clinical View'
2026-02-04T18:41:45.907227Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Manage Metadata Mapping'
2026-02-04T18:41:45.907270Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Patient Chart Vitals & Biometrics Dashboard'
2026-02-04T18:41:45.907404Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Manage FormEntry XSN'
2026-02-04T18:41:45.907470Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Ward Dashboard'
2026-02-04T18:41:45.907593Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Manage Token Registrations'
2026-02-04T18:41:45.907660Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: Edit Appointments'
2026-02-04T18:41:45.907820Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Add Patient Identifiers'
2026-02-04T18:41:45.907876Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Referrals Dashboard'
2026-02-04T18:41:45.908009Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3 : Edit Mortuary Records'
2026-02-04T18:41:45.908065Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Care Panel Dashboard'
2026-02-04T18:41:45.908640Z	  496 Query	commit
2026-02-04T18:41:45.909592Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Attachments Dashboard'
2026-02-04T18:41:45.909711Z	  496 Query	set session transaction read write
2026-02-04T18:41:45.909593Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Patient Dashboard - View Demographics Section'
2026-02-04T18:41:45.910173Z	  496 Query	SET autocommit=1
2026-02-04T18:41:45.910532Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Remove Problems'
2026-02-04T18:41:45.910565Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Patient Chart Clinical Consultation'
2026-02-04T18:41:45.910874Z	  496 Query	SET autocommit=0
2026-02-04T18:41:45.910976Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Field Types'
2026-02-04T18:41:45.911041Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: Delete Appointments'
2026-02-04T18:41:45.911189Z	  496 Query	set session transaction read only
2026-02-04T18:41:45.911287Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Edit Visits'
2026-02-04T18:41:45.911400Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: Create Appointments'
2026-02-04T18:41:45.911453Z	  496 Query	SET autocommit=0
2026-02-04T18:41:45.911619Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='Configure Visits'
2026-02-04T18:41:45.911831Z	  496 Query	commit
2026-02-04T18:41:45.912001Z	  497 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='View Labs'
2026-02-04T18:41:45.912046Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Visits Dashboard'
2026-02-04T18:41:45.912168Z	  496 Query	set session transaction read write
2026-02-04T18:41:45.912249Z	  496 Query	SET autocommit=1
2026-02-04T18:41:45.912253Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Patient Chart Orders Basket'
2026-02-04T18:41:45.912857Z	  498 Query	select privilege0_.privilege as privileg1_196_0_, privilege0_.uuid as uuid2_196_0_, privilege0_.description as descript3_196_0_ from privilege privilege0_ where privilege0_.privilege='o3: View Patient services Dashboard'
