
2026-02-07T20:56:52.304685Z	 2554 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ where patient0_.voided=0
2026-02-07T20:56:53.825618Z	 2564 Query	select e.patient_id
from kenyaemr_etl.etl_vmmc_circumcision_procedure e
         left join (select h.patient_id, h.hiv_test_date
                    from kenyaemr_etl.etl_vmmc_medical_history h
                    where h.hiv_status = 664
                      and date(h.hiv_test_date) between date('2025-10-01 00:00:00') and date('2025-10-31 00:00:00')) h
                   on e.patient_id = h.patient_id
         left join (select t.patient_id,t.visit_date
                    from kenyaemr_etl.etl_hts_test t
                    where t.final_test_result = 'Negative'
                      and t.hts_entry_point = 162223
                      and t.visit_date between date('2025-10-01 00:00:00') and date('2025-10-31 00:00:00')) t on e.patient_id = t.patient_id
where e.visit_date between date('2025-10-01 00:00:00') and date('2025-10-31 00:00:00') and ((h.patient_id is not null and e.visit_date >= date(h.hiv_test_date)) or (t.patient_id is not null and e.visit_date >= date(t.visit_date)))
2026-02-07T20:56:53.892827Z	 2555 Query	select e.patient_id from kenyaemr_etl.etl_vmmc_enrolment e inner join kenyaemr_etl.etl_vmmc_circumcision_procedure c on e.patient_id = c.patient_id
where c.visit_date between date('2025-10-01 00:00:00') and date('2025-10-31 00:00:00') and c.circumcision_method = 167119
2026-02-07T20:56:53.902024Z	 2555 Query	select e.patient_id from kenyaemr_etl.etl_vmmc_enrolment e inner join kenyaemr_etl.etl_vmmc_circumcision_procedure c on e.patient_id = c.patient_id
where c.visit_date between date('2025-10-01 00:00:00') and date('2025-10-31 00:00:00') and c.circumcision_method = 167120
2026-02-07T20:56:53.911447Z	 2558 Query	rollback
2026-02-07T20:56:53.912634Z	 2558 Query	select concept0_.concept_id as concept_1_36_, concept0_.uuid as uuid2_36_, concept0_.retired as retired3_36_, concept0_.date_created as date_cre4_36_, concept0_.version as version5_36_, concept0_.date_changed as date_cha6_36_, concept0_.is_set as is_set7_36_, concept0_.retire_reason as retire_r8_36_, concept0_.date_retired as date_ret9_36_, concept0_.retired_by as retired10_36_, concept0_.datatype_id as datatyp11_36_, concept0_.class_id as class_i12_36_, concept0_.changed_by as changed13_36_, concept0_.creator as creator14_36_, concept0_1_.hi_absolute as hi_absol2_48_, concept0_1_.hi_critical as hi_criti3_48_, concept0_1_.hi_normal as hi_norma4_48_, concept0_1_.low_absolute as low_abso5_48_, concept0_1_.low_critical as low_crit6_48_, concept0_1_.low_normal as low_norm7_48_, concept0_1_.units as units8_48_, concept0_1_.allow_decimal as allow_de9_48_, concept0_1_.display_precision as display10_48_, concept0_2_.handler as handler2_41_, case when concept0_1_.concept_id is not null then 1 when concept0_2_.concept_id is not null then 2 when concept0_.concept_id is not null then 0 end as clazz_ from concept concept0_ left outer join concept_numeric concept0_1_ on concept0_.concept_id=concept0_1_.concept_id left outer join concept_complex concept0_2_ on concept0_.concept_id=concept0_2_.concept_id where concept0_.uuid='9484732b-bcaf-429e-86cb-d6cf3da34211'
2026-02-07T20:56:53.913133Z	 2558 Query	select conceptset0_.concept_set as concept_6_54_1_, conceptset0_.concept_set_id as concept_1_54_1_, conceptset0_.concept_set_id as concept_1_54_0_, conceptset0_.uuid as uuid2_54_0_, conceptset0_.sort_weight as sort_wei3_54_0_, conceptset0_.date_created as date_cre4_54_0_, conceptset0_.concept_id as concept_5_54_0_, conceptset0_.concept_set as concept_6_54_0_, conceptset0_.creator as creator7_54_0_ from concept_set conceptset0_ where conceptset0_.concept_set=900005 order by conceptset0_.sort_weight asc
2026-02-07T20:56:53.913739Z	 2558 Query	select concept0_.concept_id as concept_1_36_, concept0_.uuid as uuid2_36_, concept0_.retired as retired3_36_, concept0_.date_created as date_cre4_36_, concept0_.version as version5_36_, concept0_.date_changed as date_cha6_36_, concept0_.is_set as is_set7_36_, concept0_.retire_reason as retire_r8_36_, concept0_.date_retired as date_ret9_36_, concept0_.retired_by as retired10_36_, concept0_.datatype_id as datatyp11_36_, concept0_.class_id as class_i12_36_, concept0_.changed_by as changed13_36_, concept0_.creator as creator14_36_, concept0_1_.hi_absolute as hi_absol2_48_, concept0_1_.hi_critical as hi_criti3_48_, concept0_1_.hi_normal as hi_norma4_48_, concept0_1_.low_absolute as low_abso5_48_, concept0_1_.low_critical as low_crit6_48_, concept0_1_.low_normal as low_norm7_48_, concept0_1_.units as units8_48_, concept0_1_.allow_decimal as allow_de9_48_, concept0_1_.display_precision as display10_48_, concept0_2_.handler as handler2_41_, case when concept0_1_.concept_id is not null then 1 when concept0_2_.concept_id is not null then 2 when concept0_.concept_id is not null then 0 end as clazz_ from concept concept0_ left outer join concept_numeric concept0_1_ on concept0_.concept_id=concept0_1_.concept_id left outer join concept_complex concept0_2_ on concept0_.concept_id=concept0_2_.concept_id where concept0_.uuid='2260a79e-f391-40f7-9eba-2e0e67028392'
2026-02-07T20:56:53.914141Z	 2558 Query	select conceptset0_.concept_set as concept_6_54_1_, conceptset0_.concept_set_id as concept_1_54_1_, conceptset0_.concept_set_id as concept_1_54_0_, conceptset0_.uuid as uuid2_54_0_, conceptset0_.sort_weight as sort_wei3_54_0_, conceptset0_.date_created as date_cre4_54_0_, conceptset0_.concept_id as concept_5_54_0_, conceptset0_.concept_set as concept_6_54_0_, conceptset0_.creator as creator7_54_0_ from concept_set conceptset0_ where conceptset0_.concept_set in (900001, 167409, 167408, 167407) order by conceptset0_.sort_weight asc
2026-02-07T20:56:53.914808Z	 2564 Query	select c.patient_id from kenyaemr_etl.etl_vmmc_circumcision_procedure c
inner join kenyaemr_etl.etl_vmmc_client_followup f on c.patient_id = f.patient_id
where c.visit_date between date('2025-10-01 00:00:00') and date('2025-10-31 00:00:00') and timestampdiff(DAY ,c.visit_date,f.visit_date) <= 14
